account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
2013-05-20,1,500 years of nakbas the legacy of western colonialism famine and enslavement via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,"500 Years of Nakbas; The Legacy of Western Colonialism, Famine and Enslavement https://t.co/n1cKabYAsq via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb",2018-05-29 12:45,1001444457999368192,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-02-15,1,bitcoin tumbled 18 on tues to a four week trough close to 11 000 after reports that a ban on trading of cryptocurrencies in southkorea was still an option drove fears grew of a wider regulatory crackdown monero bitcoinfutures 1ddf57bdbd0d8f1bb810f55cb224a7e88d388d8d6c3655d0a33d797341342895,4336,82,"#Bitcoin tumbled 18% on Tues. to a four-week trough close to $11,000, after reports that a ban on #trading of #cryptocurrencies in #SouthKorea was still an option drove fears grew of a wider regulatory #crackdown. #Monero #BitcoinFutures  .@1ddf57bdbd0d8f1bb810f55cb224a7e88d388d8d6c3655d0a33d797341342895  https://t.co/ps5VOML05U",2018-01-16 13:11,953253297116377088,Economic Divide - A weekly look into economic issues around the globe - Hosted by @KavehTaghvai,Islamic Republic of Iran,e3564a01bca8a00ef2f377c0582cd2f7026805b2df6d741306c70617cc49a40b
2013-05-20,1,obama rejects fighting terrorism,2364,1160,#Obama Rejects Fighting #Terrorism https://t.co/6qZ68gQJsQ https://t.co/Cf3qbuHQUl,2015-10-26 12:35,658622909330694144,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,notmypresident trump trumptweets denofthieves ufcstl saints rhoa ausopen,9600,9290,#notmypresident #trump #trumptweets #DenOfThieves #UFCSTL #Saints #RHOA #AusOpen https://t.co/QQcAEtOwf7,2018-01-15 05:39,952777257319391232,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2013-05-20,1,argentina could have been palestine jews israel,2364,1160,#Argentina Could Have Been #Palestine http://t.co/9H9qxBl1ZZ #Jews #israel,2015-02-23 08:51,569781563883302914,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-30,1,saudi arabia offers bounty for information on houthi leaders,1932,3900,Saudi Arabia Offers Bounty for Information on Houthi Leaders https://t.co/kVkzqVzIAc,2017-11-06 15:07,927552981372981249,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,023f243ac3ec0852edb345a625ac7a4972e8fb4f225d869cf28578ee54a559d5
2013-05-20,1,davidrockefeller says conspiracy about one world order is true,2364,1160,#DavidRockefeller Says Conspiracy About ‘One World Order’ Is True https://t.co/g4Bf04VSln https://t.co/CYAs0A8ElT,2016-06-10 20:46,741370919118065664,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb how a brazillian oil billionaire lost 99 of his fortune,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - How a Brazillian Oil Billionaire Lost 99% of His Fortune http://t.co/rVBq0Xg4kS,2013-07-28 12:45,361467542704881664,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,mexican leader calls for millions of mexicans to illegally flood u s via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,Mexican Leader Calls For Millions Of Mexicans To Illegally Flood U.S. https://t.co/cJiEilGTd8 via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2018-06-23 16:37,1010562404424482816,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,iran calls for palestinian freedom referendum israel cries holocaust presstv,2364,1160,"#Iran Calls for Palestinian Freedom Referendum, ""#Israel"" Cries ""Holocaust http://t.co/VwX8fSsPCj @PressTV",2014-11-12 13:12,532521380508479488,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2018-01-13,1,irememberatime when we have a real president not the fake one,1341,1774,"#IRememberATime When we have a real president, not the fake one. https://t.co/o0NgCbIpm5",2018-08-03 15:01,1025396160373170176,"Progress is impossible without change, and those who cannot change their minds cannot change anything.  #ImpeachTrump","Delaware, USA",fa345559085c3eefd96303a1378c1a6164a036b0e244721320a75206ec96c389
2013-05-20,1,saudi mercenaries failed to raid al jawf,2364,1160,#Saudi mercenaries failed to raid “al-Jawf” https://t.co/N40gkEVu3d https://t.co/zwQNLtD7CR,2017-01-15 13:43,820627467727605760,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-28,1,doctors nurses midwives and other health workers in northern syria are notatarget from turkey who and health partners provide health services and help support the health professionals still working in syria worldhumanitarianday 1803a95a0ab8963650589f13672df24b04f51db32cf950eff882637773542694,4581,5257,"Doctors, nurses, midwives and other health workers in northern #Syria are #NotATarget. From #Turkey, #WHO and health partners provide health services and help support the health professionals still working in Syria. #WorldHumanitarianDay @1803a95a0ab8963650589f13672df24b04f51db32cf950eff882637773542694 https://t.co/fzCKHiUeq0",2018-08-19 14:30,1031186695989993473,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,1803a95a0ab8963650589f13672df24b04f51db32cf950eff882637773542694
2017-02-15,1,this is my facebook page economicdivide,4336,82,This is my #Facebook page: @economicdivide https://t.co/BD3Qw1TJzr,2018-02-03 07:59,959697912321232897,Economic Divide - A weekly look into economic issues around the globe - Hosted by @KavehTaghvai,Islamic Republic of Iran,e3564a01bca8a00ef2f377c0582cd2f7026805b2df6d741306c70617cc49a40b
2013-05-20,1,expert us will become isolated over trade tariffs via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,Expert: #US will become isolated over trade tariffs https://t.co/cK4vKlvjZ3 via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2018-07-08 09:06,1015884892360658944,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,oil drilling in north dakota raises concerns about radioactive waste,2364,1160,Oil Drilling in North Dakota Raises Concerns about Radioactive Waste http://t.co/cpkG7lWyHH,2014-07-28 05:40,493632121504669698,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-06,1,photo shared by hudaydah resident saudi uae led airstrike bombing the airport or locations nearby stoparmingsaudi yemennotalone,450,337,Photo shared by #Hudaydah resident. #Saudi/#UAE-led airstrike bombing the airport or locations nearby. #stoparmingsaudi #YemenNotAlone https://t.co/qsBYWdjcIt,2018-06-17 05:18,1008217192347955200,Political Analyst,"New York, USA",cf35b18dbb39a8e6f6983bfae226a11c0c16ff0b2bdbd47b385e26da9497b990
2013-05-20,1,sparrowontheeye putin there is an active plot to eliminate donald trump and thereby his threat to the status quo,2364,1160,"@SparrowOnTheEye Putin:there is an active plot to eliminate Donald Trump, and thereby his threat to the status quo https://t.co/YVEaqyUVG5",2016-06-30 23:00,748652463272628224,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,horrific mistreatment of migrants,2364,1160,Horrific Mistreatment of Migrants http://t.co/0Xeb7WQBcb,2015-09-14 12:03,643394545586171904,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-06,1,saudiarabia secrets of a saudi one man band ignorance retards,450,337,#SAUDIARABIA #Secrets of a #Saudi one-man band https://t.co/GiJy5nE7GQ #ignorance #Retards,2018-02-05 07:02,960408305406537729,Political Analyst,"New York, USA",cf35b18dbb39a8e6f6983bfae226a11c0c16ff0b2bdbd47b385e26da9497b990
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb jim love canadian mint chairman helped run offshore tax avoidance scheme for clients,2364,1160,"cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - Jim Love, Canadian Mint Chairman, Helped Run Offshore '#Tax-avoidance Scheme' for Clients: http://t.co/WQvw8pOqZp",2013-11-27 12:40,405677540003426304,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2016-10-10,1,trump boasts of bigger nuclear button but doesn t really have one more trump boasts bigger nuclearbutton really one iuvmpress news press article iuvm iuvmorg iuvmnews القدس_عاصمة_فلسطين_الأبدية jerusalemistheeternalcapitalofpalestine,4147,5204,Trump boasts of ‘bigger nuclear button’ – but doesn’t really have one more:https://t.co/AlTsXMn1sB #Trump #boasts #Bigger #NuclearButton #really #one #IuvmPress #News #Press #Article #Iuvm #Iuvmorg #IuvmNews #القدس_عاصمة_فلسطين_الأبدية  #JerusalemIsTheEternalCapitalOfPalestine https://t.co/o0tVljyPh0,2018-01-06 18:40,949712381633949696,فلسطين,Kingdom of Saudi Arabia,24f8dc71e3ee5d72d8e7946bb7096d92af64c347bbd424bf7c85ac916cf0b62a
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb israeli who murdered his parents used tips he found online,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - #Israeli Who #Murdered His Parents Used Tips He Found Online http://t.co/OyRdc2Kkw7,2013-07-02 04:31,351921005872152577,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,the use of house demolition under international law is today governed by the fourth geneva convention,2364,1160,the use of house demolition under international law is today governed by the Fourth Geneva Convention http://t.co/Nd4Sfwes5R,2014-11-24 13:24,536872871721566210,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb police forces to examine macpherson inquiry records,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - Police Forces to Examine Macpherson Inquiry Records http://t.co/KOQNTdjc1C,2013-07-06 13:20,353503720853614593,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,watch obama will nominate sharia law supporting nj superior court judge,2364,1160,Watch: #Obama Will Nominate #Sharia Law Supporting NJ Superior Court Judge https://t.co/uH0zxSS9is https://t.co/w2tB4QaGep,2016-02-16 13:22,699584598376849408,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,canada and israel partners in racial and humanitarian crimes,2364,1160,#Canada and #Israel: Partners in Racial and Humanitarian Crimes http://t.co/uPibZ4lWBv,2014-10-10 16:44,520615782800039936,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,ave the yemeni children ألف_يوم_من_العدوان saveyemen saudiaarabia 1000fatalday,5839,5675,ave the Yemeni Children. #ألف_يوم_من_العدوان #SaveYemen #SaudiaArabia #1000FatalDay https://t.co/KAVo6woxRI,2017-12-19 18:40,943189186093477888,RiseAgainstTheRight.,"California, USA",riseagainstr
2013-05-20,1,european union voting to lower age of consent to 13 via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,European Union Voting To Lower Age Of Consent To 13 https://t.co/P8wSXCB0be via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-10-25 19:47,923274901288603648,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,syrian army repels terrorists attack in southern aleppo,2364,1160,#Syrian Army Repels #Terrorists’ Attack in Southern #Aleppo  https://t.co/RO2RnoPrBm https://t.co/BmKgSe9OEL,2016-04-10 13:37,719157389698723840,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,kuwait s iran policy dimensions direction via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,"Kuwait’s Iran policy: Dimensions, direction https://t.co/HyUb8L3BYW via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb",2017-08-09 12:14,895256857291497476,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,us turkey already frayed relations boil over by visa ban via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,US-Turkey already frayed relations boil over by visa ban https://t.co/jwedjzGfXk via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-10-15 18:13,919627264727371776,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,violentfanon palestinians as frantzfanon s wretched of the earth,2364,1160,@violentfanon Palestinians as #FrantzFanon’s Wretched of the Earth http://t.co/HtWQTJJDiO,2014-08-22 07:00,502712011818426369,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-04-15,1,this looks like the worst rip off of star wars ever tbh tramp saudiarabia supportingterrorism,9600,9290,"This looks like the worst rip-off of Star Wars ever, tbh. #Tramp #SaudiArabia #SupportingTerrorism https://t.co/72aRpt9pR5",2017-05-21 12:59,866277333631717376,As an independent news media organization we aim to inspire action on the likes of social justice & human rights & advocate transparency in politics.,United States,berniecratss
2013-05-20,1,fascists running america endorse nazism,2364,1160,#Fascists Running #America Endorse #Nazism https://t.co/GjbAAC1V70 https://t.co/g3bDij6CIe,2015-11-21 12:35,668045153970556928,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb mexico the political cost of privatization of oil and electricity,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - Mexico: The Political Cost of Privatization of Oil and Electricity http://t.co/DmFyxUQM4k,2013-09-09 11:33,377032094838308865,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,the mayor of london don t arm the syria maniacs,2364,1160,The Mayor of London: Don't Arm the #Syria Maniacs http://t.co/K0kIIhYBl5,2014-09-08 11:20,508938007601094657,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb michigan students demand divestment as administration brags about israel ties,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - #Michigan Students Demand Divestment as Administration Brags about #israel Ties: http://t.co/r1szIzIXyX,2014-01-04 11:45,419434494777495553,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,even if you re ready to burn the world down don t support donaldtrump,2364,1160,"Even If You're Ready to Burn the World Down, Don't Support #DonaldTrump https://t.co/IH7ZTIFcE3 https://t.co/6gt5k2cGBf",2016-03-06 14:58,706494079392206848,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb iran nuclear talks remembering the israeli attack on iraq s peaceful nuclear reactor osirak,2364,1160,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb - Iran Nuclear Talks: Remembering the Israeli Attack on Iraq’s Peaceful Nuclear Reactor Osirak.: http://t.co/0u4QXBzRwI,2013-11-18 14:13,402439313620611072,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2016-10-10,1,modi s agenda is to remove all muslim personal law aimim more modi agenda remove muslim personal law aimim iuvmpress news press article iuvm iuvmorg iuvmnews القدس_عاصمة_فلسطين_الأبدية jerusalemistheeternalcapitalofpalestine,4147,5204,Modi’s agenda is to remove all Muslim Personal Law: AIMIM more:https://t.co/6bnB8FdAZl #Modi #agenda  #remove #Muslim #Personal #Law #AIMIM #IuvmPress #News #Press #Article #Iuvm #Iuvmorg #IuvmNews #القدس_عاصمة_فلسطين_الأبدية  #JerusalemIsTheEternalCapitalOfPalestine https://t.co/MGeFPtfUXs,2018-01-02 20:27,948289682856583169,فلسطين,Kingdom of Saudi Arabia,24f8dc71e3ee5d72d8e7946bb7096d92af64c347bbd424bf7c85ac916cf0b62a
2014-08-03,1,sarkal89 un good evening un for saudiarabia savagery in yemen,201,376,@sarkal89 @UN Good evening @UN for #SaudiArabia savagery in #Yemen.,2018-01-01 20:45,947931747936649217,"Truth, Humanity, Morality & Love seeker",Anywhere,b1fcab0d5776998e3f063bdf1fe6abe45a0c1f11b4a787bbcb967d8d2fcffd49
2013-05-20,1,saudi regime kills its own citizens in besieged awamiyah via cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2364,1160,Saudi regime kills its own citizens in besieged Awamiyah https://t.co/vf9vIOjK00 via @cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb,2017-07-31 09:20,891951598217437184,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2017-05-06,1,seamusphann 28pages banwahhabism ronpaul trump thinks of how to get as much money as possible from saudiarabia no worries for innocent yemen ins realdonaldtrump saudiwarcrimes,450,337,@seamusphann @28Pages @BanWahhabism @RonPaul #Trump thinks of how to get as much money as possible from #SaudiArabia. No worries for innocent #Yemen-ins.@realDonaldTrump #SaudiWarCrimes,2017-05-21 07:29,866194175204761601,Political Analyst,"New York, USA",cf35b18dbb39a8e6f6983bfae226a11c0c16ff0b2bdbd47b385e26da9497b990
2016-10-10,1,u s intention to move israel embassy sign of incompetence failure iran more us israelembassy sign incompetencefailure iran jerusalemistheeternalcapitalofpalestine iuvmpress news press article iuvm iuvmorg iuvmnews saturdaymorning,4147,5204,"U.S. intention to move Israel embassy sign of ‘incompetence, failure’ – Iran more:https://t.co/e4SFl2UJMj #US #IsraelEmbassy #sign #incompetenceFailure  #Iran #JerusalemIsTheEternalCapitalOfPalestine #IuvmPress #News #Press #Article #Iuvm #Iuvmorg #IuvmNews #SaturdayMorning https://t.co/hTkQ3J467Q",2017-12-09 17:47,939552054011457539,فلسطين,Kingdom of Saudi Arabia,24f8dc71e3ee5d72d8e7946bb7096d92af64c347bbd424bf7c85ac916cf0b62a
2013-05-20,1,1000 days of war in yemen have ruined 827 schools and educational institutions 118 academic units 30 media centers 301 hospitals and health centers 1 684 government centers 174 power plants 524 sources and water supply networks 387 communication networks and saveyemen,2364,1160,"1000 DAYS Of War in Yemen have ruined 827 schools and educational institutions, 118 academic units, 30 media centers, 301 hospitals and health centers, 1,684 government centers, 174 power plants, 524 sources and water supply networks, 387 communication networks and... #SaveYemen",2017-12-19 17:50,943176611523956736,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,indigenous canadians resist pipeline developers and oil companies since 2009,2364,1160,#Indigenous #Canadians Resist Pipeline Developers And Oil Companies Since 2009 http://t.co/SpsrIleKhs,2015-08-09 07:33,630280726156439552,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,germany demands public promise from us to end spying,2364,1160,Germany Demands Public Promise from US to End Spying http://t.co/BXHXdcbDft,2014-07-13 12:26,488298376752926720,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2013-05-20,1,us officials the us uae military operation in shabwa is merely an illusion of seizing oil and gas resources,2364,1160,US officials: The US-UAE military operation in Shabwa is merely an “illusion” of seizing oil and gas resources https://t.co/qSdsYhwXV1 https://t.co/7mqJwDsYcQ,2017-08-15 17:09,897505498647461888,Unbiased News Reported by Users along our Own Reporters,United Kingdom,cfb431d28838bc87b3473081cc5899cfede8252c2015644ffeccd7b27b1149fb
2018-05-15,1,बह त जल द इस र ईल खत म ह न व ल ह वह भ भयभ त ह कर qudsday4return qudsday2018 internationalqudsday2018 alaqsamosque alaqsa razan_al_najjar israel 4wordstoryofmylife med18 pitmad kızımicin yedi24hdp conelpueblotodo firstdates660 poralg pinoydaddy,741,786,बहुत जल्द इस्राईल खत्म होने वाला है वह भी भयभीत होकर  #QudsDay4Return #Qudsday2018 #InternationalQudsDay2018 #alaqsamosque #AlAqsa #Razan_Al_Najjar #Israel #4WordStoryOfMyLife #MED18 #PitMad #kızımicin #Yedi24HDP #ConElPuebloTodo #FirstDates660 #PORALG #pinoydaddy https://t.co/2hdC6NqruG,2018-06-08 11:40,1005051974218387462,इस्लामी रेडियो और टेलीविजन संघ की विश्लेषणात्मक वेबसाइट,Islamic Republic of Iran,2e000a0e6ba11477c5e79015b1f5c0bee00641d55fc077367bde5e9f940f822c
